Timestamp,Open,High,Low,Close,Volume
1279411200,0.0,0.1,0.1,0.1,80.0
1280016000,0.1,0.1,0.1,0.1,8020.0
1280620800,0.1,0.1,0.1,0.1,26340.0
1281225600,0.1,0.1,0.1,0.1,28160.0
1281830400,0.1,0.1,0.1,0.1,43510.0
1282435200,0.1,0.1,0.1,0.1,60900.0
1283040000,0.1,0.1,0.1,0.1,37460.0
1283644800,0.1,0.1,0.0,0.1,77050.0
1284249600,0.1,0.1,0.1,0.1,21930.0
1284854400,0.1,0.2,0.1,0.1,55680.0
1285459200,0.1,0.1,0.1,0.1,62010.0
1286064000,0.1,0.1,0.1,0.1,71190.0
1286668800,0.1,0.1,0.0,0.1,516470.0
1287273600,0.1,0.1,0.1,0.1,173680.0
1287878400,0.1,0.2,0.1,0.1,161460.0
1288483200,0.1,0.2,0.1,0.2,232400.0
1289088000,0.2,0.5,0.1,0.3,264880.0
1289692800,0.3,0.4,0.1,0.3,281080.0
1290297600,0.3,0.3,0.2,0.3,130340.0
1290902400,0.3,0.3,0.3,0.3,93430.0
1291507200,0.3,0.3,0.2,0.2,121880.0
1292112000,0.2,0.2,0.2,0.2,63110.0
1292716800,0.2,0.3,0.2,0.2,37560.0
1293321600,0.2,0.3,0.2,0.3,54680.0
1293926400,0.3,0.3,0.3,0.3,51150.0
1294531200,0.3,0.3,0.3,0.3,53050.0
1295136000,0.3,0.4,0.3,0.4,98130.0
1295740800,0.4,0.4,0.3,0.4,81240.0
1296345600,0.4,0.5,0.4,0.5,73660.0
1296950400,0.5,0.9,0.5,0.9,175990.0
1297555200,0.9,1.1,0.8,1.0,106130.0
1298160000,1.0,1.1,0.8,0.9,77640.0
1298764800,0.9,1.0,0.8,0.9,66410.0
1299369600,0.9,1.0,0.8,0.9,60620.0
1299974400,0.9,0.9,0.8,0.9,42430.0
1300579200,0.9,0.9,0.7,0.7,53020.0
1301184000,0.7,0.9,0.7,0.8,65040.0
1301788800,0.8,0.9,0.8,0.8,36500.0
1302393600,0.8,0.8,0.6,0.7,96100.0
